               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  34,            0.049971,             0.01364,           0.0065507,              0.7978,             0.43304,              0.4765,              0.2505,             0.04729,             0.01364,            0.010799,            0.008911,            0.008911,            0.008911
                  35,            0.050218,             0.01297,           0.0066609,             0.80654,             0.46808,             0.50493,              0.2642,            0.046303,            0.013548,           0.0093869,            0.008878,            0.008878,            0.008878
                  36,            0.049865,            0.013026,           0.0060146,             0.81884,             0.45997,             0.56601,             0.26927,            0.045903,            0.013198,            0.010716,            0.008845,            0.008845,            0.008845
                  37,            0.049915,            0.013552,           0.0061332,             0.84164,             0.45952,             0.57313,             0.28358,            0.045684,            0.013312,            0.010206,            0.008812,            0.008812,            0.008812
                  38,            0.049084,            0.013375,           0.0061328,             0.82654,             0.45912,             0.56374,             0.27317,            0.046509,            0.013581,            0.010152,            0.008779,            0.008779,            0.008779
                  39,            0.049621,            0.013089,           0.0056773,             0.83057,             0.43522,              0.4935,             0.26067,            0.046246,            0.013853,            0.011453,            0.008746,            0.008746,            0.008746
                  40,            0.048835,            0.013199,           0.0061428,             0.81741,             0.47913,             0.50538,             0.27055,            0.045339,            0.013373,           0.0099234,            0.008713,            0.008713,            0.008713
                  41,            0.047401,            0.013365,           0.0059382,             0.81839,             0.45641,             0.50481,             0.26441,             0.04593,            0.013577,            0.010818,             0.00868,             0.00868,             0.00868
                  42,            0.048251,            0.013124,             0.00584,             0.80969,             0.46971,             0.50557,             0.26419,            0.045574,            0.013371,            0.010707,            0.008647,            0.008647,            0.008647
                  43,            0.049108,            0.013183,           0.0063764,              0.8251,             0.46835,             0.57311,             0.27411,            0.045199,            0.013306,            0.010315,            0.008614,            0.008614,            0.008614
                  44,            0.048141,             0.01295,           0.0059124,             0.82213,             0.46851,              0.5094,             0.26836,            0.045271,            0.013599,           0.0098685,            0.008581,            0.008581,            0.008581
                  45,            0.047908,            0.012877,           0.0057943,             0.81064,             0.47559,             0.51549,             0.26816,            0.045465,            0.013245,            0.010042,            0.008548,            0.008548,            0.008548
                  46,            0.047758,            0.013238,           0.0051892,             0.82089,             0.46645,             0.51196,             0.26836,             0.04569,            0.013371,            0.010241,            0.008515,            0.008515,            0.008515
                  47,             0.04786,            0.013228,           0.0057494,             0.79508,             0.55822,             0.67572,             0.29374,            0.044961,            0.013165,            0.010127,            0.008482,            0.008482,            0.008482
                  48,            0.048067,             0.01279,           0.0061232,             0.55597,             0.47101,             0.55735,             0.28081,            0.044781,            0.013348,            0.010671,            0.008449,            0.008449,            0.008449
                  49,             0.04734,            0.012678,           0.0052586,             0.75674,             0.58618,             0.62187,             0.28869,            0.044962,            0.013184,            0.011425,            0.008416,            0.008416,            0.008416
                  50,            0.047474,            0.012517,           0.0053693,             0.76299,             0.58734,             0.63773,             0.30038,            0.044487,            0.013166,           0.0098147,            0.008383,            0.008383,            0.008383
                  51,            0.047201,             0.01288,           0.0050837,             0.54897,             0.47833,             0.52008,             0.27645,            0.045095,            0.013285,            0.012549,             0.00835,             0.00835,             0.00835
                  52,            0.046845,            0.012814,            0.005214,             0.60261,             0.45177,             0.51959,              0.2685,            0.045251,            0.013428,             0.01177,            0.008317,            0.008317,            0.008317
                  53,            0.046926,            0.012589,           0.0058192,              0.8352,             0.55384,             0.61647,             0.29871,            0.045061,            0.013506,            0.011596,            0.008284,            0.008284,            0.008284
                  54,            0.046548,            0.012579,           0.0050212,             0.82407,             0.56762,             0.65584,             0.30697,            0.044835,            0.013592,            0.011687,            0.008251,            0.008251,            0.008251
                  55,            0.046402,            0.012971,           0.0051936,             0.73639,             0.70461,             0.67127,             0.31041,            0.044417,            0.013332,            0.010177,            0.008218,            0.008218,            0.008218
                  56,            0.046626,            0.012781,           0.0054278,              0.5771,             0.46844,              0.5374,             0.28486,            0.043874,            0.013143,            0.011702,            0.008185,            0.008185,            0.008185
                  57,            0.046008,            0.012556,           0.0048907,             0.79954,             0.57889,             0.62348,             0.27773,            0.044351,            0.013324,            0.012188,            0.008152,            0.008152,            0.008152
                  58,            0.046723,            0.013062,            0.004633,             0.79544,             0.59359,             0.63588,             0.28964,            0.043947,             0.01322,            0.010452,            0.008119,            0.008119,            0.008119
                  59,            0.045411,             0.01249,           0.0048625,              0.5656,             0.48781,              0.5368,             0.27101,            0.043958,            0.013355,            0.012168,            0.008086,            0.008086,            0.008086
                  60,            0.045233,             0.01242,           0.0048145,             0.80575,             0.48948,             0.51324,             0.27202,            0.044374,            0.013256,            0.011491,            0.008053,            0.008053,            0.008053
                  61,            0.045743,            0.012679,           0.0050704,             0.67057,             0.60693,             0.63168,              0.2961,            0.044533,             0.01331,            0.012458,             0.00802,             0.00802,             0.00802
                  62,            0.044527,             0.01237,           0.0044004,             0.66165,             0.61714,             0.57206,             0.27546,            0.044222,            0.013035,            0.011527,            0.007987,            0.007987,            0.007987
                  63,              0.0459,            0.012742,           0.0046722,             0.53983,             0.61059,              0.5743,               0.303,            0.043827,            0.013089,            0.011374,            0.007954,            0.007954,            0.007954
                  64,            0.045573,            0.012386,           0.0046583,             0.77535,              0.5777,             0.63079,             0.30299,            0.043857,            0.013141,            0.010592,            0.007921,            0.007921,            0.007921
                  65,            0.045675,             0.01285,           0.0046133,             0.53478,             0.60212,             0.57111,             0.29328,            0.043533,            0.013089,            0.011935,            0.007888,            0.007888,            0.007888
                  66,            0.044359,            0.012496,           0.0050014,             0.77249,             0.60152,             0.63927,             0.28891,            0.044548,            0.013253,            0.011689,            0.007855,            0.007855,            0.007855
                  67,            0.045255,            0.012567,           0.0044643,             0.55381,              0.6398,             0.57402,              0.3019,            0.043588,             0.01308,            0.010165,            0.007822,            0.007822,            0.007822
                  68,            0.044483,            0.012656,           0.0040625,             0.58704,             0.63098,             0.56875,             0.29099,            0.044278,            0.013149,            0.010754,            0.007789,            0.007789,            0.007789
                  69,            0.044789,            0.012563,           0.0042771,             0.55872,             0.60296,             0.58273,             0.28947,            0.043604,            0.013017,            0.010858,            0.007756,            0.007756,            0.007756
                  70,            0.044795,            0.012678,           0.0045361,             0.57089,              0.5954,             0.57666,             0.30917,            0.043969,            0.012998,            0.011391,            0.007723,            0.007723,            0.007723
                  71,            0.044005,            0.012354,           0.0041168,             0.78732,             0.61095,             0.63998,             0.30618,            0.043747,            0.013027,            0.011581,             0.00769,             0.00769,             0.00769
                  72,            0.044223,            0.012524,           0.0043118,              0.5416,             0.61486,             0.57983,             0.30649,            0.043407,            0.012949,            0.010987,            0.007657,            0.007657,            0.007657
                  73,            0.044001,            0.012195,           0.0041754,             0.83359,              0.4949,             0.56345,             0.28647,            0.042977,            0.012998,            0.010465,            0.007624,            0.007624,            0.007624
                  74,            0.043858,            0.011963,           0.0042113,             0.82021,             0.48569,             0.57838,             0.27847,            0.043975,            0.013315,            0.011362,            0.007591,            0.007591,            0.007591
                  75,            0.044469,             0.01253,           0.0042241,             0.81302,             0.47936,             0.51388,             0.28012,            0.043355,             0.01307,            0.011188,            0.007558,            0.007558,            0.007558
                  76,             0.04384,            0.012254,           0.0044639,             0.74089,             0.64212,             0.64442,             0.29282,             0.04284,            0.012985,            0.011023,            0.007525,            0.007525,            0.007525
                  77,            0.044154,             0.01211,           0.0041997,             0.55745,             0.49458,              0.5419,             0.28409,            0.043387,             0.01288,            0.010928,            0.007492,            0.007492,            0.007492
                  78,            0.044531,            0.012391,           0.0043326,             0.57329,             0.48314,             0.54453,              0.2884,            0.043765,            0.012967,            0.010782,            0.007459,            0.007459,            0.007459
                  79,             0.04445,            0.012228,           0.0044475,             0.57281,             0.48098,             0.51036,             0.27171,            0.043581,            0.012835,            0.010732,            0.007426,            0.007426,            0.007426
                  80,             0.04384,             0.01201,           0.0040329,             0.56482,             0.49607,             0.54919,              0.2882,            0.043988,             0.01313,            0.010803,            0.007393,            0.007393,            0.007393
                  81,            0.043253,             0.01172,           0.0038992,              0.5597,             0.49872,             0.54621,             0.28942,             0.04348,            0.013048,            0.011132,             0.00736,             0.00736,             0.00736
                  82,            0.043027,            0.012084,           0.0035792,             0.57088,             0.49789,             0.54373,             0.29081,            0.043264,            0.012788,            0.010799,            0.007327,            0.007327,            0.007327
                  83,            0.043571,            0.012091,           0.0038373,             0.56487,              0.4851,               0.526,             0.28408,            0.043734,            0.012893,            0.010654,            0.007294,            0.007294,            0.007294
                  84,            0.043612,            0.012166,           0.0040237,             0.70697,             0.73503,              0.7152,             0.30087,            0.043851,            0.013004,            0.011659,            0.007261,            0.007261,            0.007261
                  85,            0.042851,            0.011864,           0.0036495,             0.57227,             0.48498,             0.53094,             0.28948,            0.043463,            0.012963,            0.011297,            0.007228,            0.007228,            0.007228
                  86,            0.043514,            0.012646,           0.0039887,             0.62794,             0.76354,             0.61912,              0.3029,            0.043764,            0.013098,            0.011842,            0.007195,            0.007195,            0.007195
                  87,            0.043305,             0.01189,           0.0037791,             0.86501,             0.65048,             0.77183,             0.37818,            0.044068,            0.012904,            0.011851,            0.007162,            0.007162,            0.007162
                  88,            0.042668,            0.011638,           0.0038773,             0.55861,             0.50215,             0.54517,              0.2818,            0.043957,             0.01283,            0.011796,            0.007129,            0.007129,            0.007129
                  89,            0.042126,            0.011681,           0.0040394,             0.64722,             0.59311,             0.59093,               0.291,            0.043684,            0.013199,             0.01123,            0.007096,            0.007096,            0.007096
                  90,            0.041957,            0.011391,           0.0039224,             0.58758,             0.65174,             0.58169,             0.31496,            0.042942,            0.013171,            0.012156,            0.007063,            0.007063,            0.007063
                  91,            0.042394,            0.011653,           0.0037226,             0.54629,             0.66425,             0.55967,             0.29235,            0.042855,            0.013124,            0.011621,             0.00703,             0.00703,             0.00703
                  92,            0.042485,            0.011719,           0.0040128,              0.5491,             0.49171,             0.51942,             0.28336,            0.043315,            0.012997,            0.012097,            0.006997,            0.006997,            0.006997
                  93,            0.042807,            0.011926,           0.0034934,              0.5882,             0.61953,             0.57414,             0.29549,            0.043487,            0.012859,            0.012191,            0.006964,            0.006964,            0.006964
                  94,            0.042234,             0.01179,           0.0038768,             0.49352,             0.60459,             0.55635,             0.29819,            0.042934,            0.012779,            0.012956,            0.006931,            0.006931,            0.006931
                  95,            0.042271,            0.011758,           0.0035269,             0.71666,             0.72978,             0.71835,             0.31346,            0.043144,            0.012931,            0.011947,            0.006898,            0.006898,            0.006898
                  96,            0.041611,            0.011299,           0.0035306,             0.66854,             0.61339,             0.57855,             0.31384,            0.043349,            0.012907,            0.012147,            0.006865,            0.006865,            0.006865
                  97,            0.041757,            0.011905,             0.00365,              0.6984,             0.60355,             0.58075,             0.29652,            0.043156,              0.0129,            0.011952,            0.006832,            0.006832,            0.006832
                  98,            0.042097,            0.011808,           0.0034235,             0.53315,             0.49141,             0.50786,             0.27731,            0.043565,            0.013034,              0.0123,            0.006799,            0.006799,            0.006799
                  99,            0.042385,            0.011904,           0.0035636,             0.71693,              0.7403,             0.67641,             0.31142,            0.043463,            0.013365,            0.011565,            0.006766,            0.006766,            0.006766
                 100,            0.041925,            0.011876,            0.003315,             0.69664,              0.5948,             0.57175,             0.30293,            0.043078,             0.01297,            0.011552,            0.006733,            0.006733,            0.006733
                 101,            0.040993,             0.01145,           0.0035237,             0.69013,             0.59715,             0.58402,              0.3148,            0.042739,            0.012873,            0.011313,              0.0067,              0.0067,              0.0067
                 102,             0.04214,            0.011874,           0.0035977,             0.56109,             0.49854,             0.57047,             0.30123,             0.04257,            0.012685,            0.011339,            0.006667,            0.006667,            0.006667
                 103,            0.042635,            0.011993,           0.0032574,             0.57887,             0.48782,             0.54318,             0.29463,            0.042738,             0.01297,            0.011198,            0.006634,            0.006634,            0.006634
                 104,            0.041372,            0.011452,           0.0034289,             0.54912,             0.50155,             0.51872,             0.27951,            0.043462,            0.013092,            0.011779,            0.006601,            0.006601,            0.006601
                 105,            0.042049,            0.011683,           0.0034507,             0.57409,             0.49488,             0.52524,             0.28925,            0.042771,            0.012856,            0.010817,            0.006568,            0.006568,            0.006568
                 106,            0.041494,            0.011634,           0.0033163,             0.65608,             0.64815,             0.59519,             0.29778,            0.042532,            0.012925,            0.011267,            0.006535,            0.006535,            0.006535
                 107,             0.04187,            0.011648,           0.0031418,             0.60263,             0.47606,             0.52194,             0.28734,             0.04258,            0.012934,            0.011084,            0.006502,            0.006502,            0.006502
                 108,            0.042139,            0.011944,            0.003223,             0.67842,             0.73687,             0.63894,             0.35526,            0.042754,             0.01298,            0.012157,            0.006469,            0.006469,            0.006469
                 109,            0.040814,            0.011821,           0.0031662,             0.67572,             0.58868,             0.64329,             0.31069,            0.042742,             0.01304,            0.011834,            0.006436,            0.006436,            0.006436
                 110,            0.040872,            0.011442,           0.0032506,             0.67982,             0.61829,              0.5802,             0.28493,            0.042648,            0.012918,            0.011442,            0.006403,            0.006403,            0.006403
                 111,            0.041095,            0.011493,            0.003038,              0.6616,             0.62103,             0.65737,             0.32263,            0.042512,            0.013066,            0.011481,             0.00637,             0.00637,             0.00637
                 112,            0.040868,            0.011478,           0.0033685,             0.67274,             0.74315,             0.63731,             0.32508,             0.04268,            0.013006,            0.012179,            0.006337,            0.006337,            0.006337
                 113,            0.040345,             0.01154,           0.0031686,             0.62051,             0.62544,             0.58491,             0.30844,            0.042453,            0.013047,            0.011155,            0.006304,            0.006304,            0.006304
                 114,            0.040907,            0.011975,           0.0031862,             0.71893,             0.59749,             0.58238,             0.29683,            0.042276,            0.012962,            0.010633,            0.006271,            0.006271,            0.006271
                 115,             0.04021,            0.011378,           0.0031545,             0.52003,             0.63957,              0.5678,             0.29199,            0.042283,            0.012851,            0.011738,            0.006238,            0.006238,            0.006238
                 116,            0.041071,            0.011353,           0.0029176,             0.70631,             0.57559,             0.63639,             0.29468,            0.042622,            0.012861,            0.011685,            0.006205,            0.006205,            0.006205
                 117,            0.040868,            0.011426,           0.0029979,             0.64455,             0.62172,             0.56075,             0.30681,            0.042274,            0.012908,            0.011746,            0.006172,            0.006172,            0.006172
                 118,            0.040588,            0.011417,           0.0031872,             0.70688,              0.7488,             0.68616,              0.3564,            0.042248,            0.012803,            0.011691,            0.006139,            0.006139,            0.006139
                 119,            0.040021,             0.01133,           0.0031026,             0.75954,             0.59424,             0.64537,             0.30564,            0.042329,            0.012942,            0.011718,            0.006106,            0.006106,            0.006106
                 120,            0.040883,            0.011583,           0.0031319,             0.58646,             0.48647,             0.51916,             0.28273,            0.042992,            0.012928,            0.012924,            0.006073,            0.006073,            0.006073
                 121,            0.040537,             0.01135,           0.0029936,             0.55776,             0.64682,             0.59905,             0.31167,            0.042243,            0.012868,            0.011838,             0.00604,             0.00604,             0.00604
                 122,            0.040489,            0.011823,            0.002822,             0.63272,             0.62547,             0.65316,             0.30751,            0.041997,            0.012751,            0.011879,            0.006007,            0.006007,            0.006007
                 123,            0.040333,            0.011458,           0.0029871,             0.57936,             0.50504,             0.55087,             0.29716,            0.042084,            0.012763,            0.012972,            0.005974,            0.005974,            0.005974
                 124,            0.040444,            0.011201,           0.0032986,             0.56455,             0.49301,             0.55489,             0.29929,            0.042492,            0.012893,             0.01209,            0.005941,            0.005941,            0.005941
                 125,            0.040467,            0.011332,           0.0030364,             0.65233,             0.75725,             0.69462,             0.33065,            0.042622,            0.012928,            0.011777,            0.005908,            0.005908,            0.005908
                 126,            0.040468,            0.011272,           0.0033133,             0.58945,             0.65183,             0.55757,             0.28506,            0.042586,            0.012897,            0.012019,            0.005875,            0.005875,            0.005875
                 127,            0.040472,            0.011625,           0.0031212,             0.57575,             0.49792,             0.54674,             0.29257,            0.042715,            0.012853,            0.011706,            0.005842,            0.005842,            0.005842
                 128,            0.039816,             0.01119,           0.0028492,             0.59631,             0.49351,             0.53524,             0.29269,            0.042136,            0.012656,             0.01176,            0.005809,            0.005809,            0.005809
                 129,            0.039142,            0.011159,           0.0028632,             0.58959,             0.65103,             0.60892,             0.30847,            0.042199,            0.012586,            0.012222,            0.005776,            0.005776,            0.005776
                 130,            0.039905,            0.011369,           0.0027279,             0.63606,             0.63539,             0.57499,             0.31893,            0.042381,            0.012682,            0.011317,            0.005743,            0.005743,            0.005743
                 131,            0.039571,            0.011251,           0.0025987,             0.46837,             0.69848,              0.6347,             0.30629,            0.042557,            0.012679,            0.010723,             0.00571,             0.00571,             0.00571
                 132,             0.03922,            0.011226,           0.0028086,              0.5251,             0.65269,             0.56248,             0.30411,            0.042375,            0.012796,            0.011417,            0.005677,            0.005677,            0.005677
                 133,            0.039862,            0.011321,           0.0026617,             0.55048,             0.64227,             0.57251,             0.30204,            0.042704,            0.012791,            0.011172,            0.005644,            0.005644,            0.005644
                 134,            0.040252,            0.011213,           0.0028286,             0.81177,             0.75062,             0.77763,             0.34411,            0.042002,            0.012834,            0.011199,            0.005611,            0.005611,            0.005611
                 135,             0.03988,            0.011336,           0.0027898,             0.80113,             0.74712,              0.7706,             0.35557,            0.042424,             0.01286,            0.011414,            0.005578,            0.005578,            0.005578
                 136,            0.039049,            0.011437,            0.002714,              0.7533,             0.59406,             0.63998,             0.32167,            0.042257,            0.012974,             0.01185,            0.005545,            0.005545,            0.005545
                 137,            0.039781,            0.010925,           0.0026506,             0.64021,             0.77096,              0.6502,             0.31903,            0.041855,            0.012612,            0.010663,            0.005512,            0.005512,            0.005512
                 138,            0.039806,            0.011215,           0.0028624,             0.59648,             0.78074,             0.64675,             0.30498,            0.041817,            0.012657,            0.011534,            0.005479,            0.005479,            0.005479
                 139,            0.038732,            0.010878,           0.0028462,             0.74052,             0.62513,             0.65124,             0.29768,            0.042077,            0.012756,            0.011824,            0.005446,            0.005446,            0.005446
                 140,            0.039139,            0.010849,           0.0028857,             0.69337,             0.75205,             0.71529,              0.3458,            0.042317,            0.012797,            0.011218,            0.005413,            0.005413,            0.005413
                 141,            0.038867,            0.011046,            0.002865,             0.78487,               0.751,             0.76797,             0.32428,            0.042224,            0.012758,            0.011268,             0.00538,             0.00538,             0.00538
                 142,            0.039704,            0.011424,           0.0030006,             0.57109,              0.4975,             0.55446,             0.29377,            0.042314,            0.012707,            0.011154,            0.005347,            0.005347,            0.005347
                 143,            0.038537,            0.011569,           0.0027337,             0.54972,             0.62182,             0.56824,             0.28996,            0.042198,            0.012684,            0.011923,            0.005314,            0.005314,            0.005314
                 144,            0.038533,            0.010716,           0.0022645,              0.6931,             0.62092,             0.64975,             0.30244,            0.042208,            0.012927,            0.011328,            0.005281,            0.005281,            0.005281
                 145,            0.039264,            0.011072,           0.0026492,             0.73744,             0.74525,             0.73385,             0.31829,            0.042008,            0.012947,            0.011872,            0.005248,            0.005248,            0.005248
                 146,            0.038868,            0.011139,           0.0024541,             0.65843,              0.6534,             0.65775,             0.30781,            0.042398,            0.012807,            0.011455,            0.005215,            0.005215,            0.005215
                 147,            0.038797,            0.010782,           0.0024923,             0.87637,             0.68612,             0.76656,             0.32482,            0.042325,            0.012832,            0.012289,            0.005182,            0.005182,            0.005182
                 148,            0.037884,            0.010815,           0.0024941,             0.62022,             0.63025,             0.61118,              0.2965,            0.042412,            0.012965,            0.013929,            0.005149,            0.005149,            0.005149
                 149,            0.038175,            0.011391,           0.0027028,             0.80084,             0.59992,             0.63976,             0.29865,            0.041842,            0.012792,            0.012408,            0.005116,            0.005116,            0.005116
                 150,            0.038972,            0.010941,           0.0027413,             0.73481,             0.58825,             0.58427,             0.29427,            0.042309,            0.012786,            0.012125,            0.005083,            0.005083,            0.005083
                 151,             0.03858,            0.011078,           0.0025749,             0.66184,             0.62552,             0.56798,             0.30126,            0.042471,            0.012862,            0.011454,             0.00505,             0.00505,             0.00505
                 152,            0.038124,            0.010992,             0.00249,             0.57703,             0.49302,              0.5459,             0.29918,            0.042375,            0.013011,            0.012997,            0.005017,            0.005017,            0.005017
                 153,            0.038618,            0.010973,            0.002451,             0.60866,             0.81202,              0.7322,             0.31845,            0.042441,            0.012731,            0.012941,            0.004984,            0.004984,            0.004984
                 154,            0.038399,            0.011123,           0.0024018,             0.81639,             0.73132,             0.76554,             0.32471,            0.042468,            0.012707,            0.012797,            0.004951,            0.004951,            0.004951
                 155,            0.038708,            0.010996,           0.0025201,              0.8522,             0.71538,             0.77084,             0.34062,            0.042454,            0.012977,            0.013015,            0.004918,            0.004918,            0.004918
                 156,            0.038735,            0.011012,           0.0027177,             0.70617,               0.609,             0.59327,             0.32037,            0.042197,            0.012961,            0.012795,            0.004885,            0.004885,            0.004885
                 157,            0.038209,            0.010987,           0.0024121,             0.69856,             0.60437,             0.63769,             0.31494,            0.041795,            0.012832,            0.013193,            0.004852,            0.004852,            0.004852
                 158,            0.038031,            0.010633,           0.0024668,             0.80043,              0.7317,             0.77442,             0.32928,            0.041482,            0.012707,            0.012558,            0.004819,            0.004819,            0.004819
                 159,            0.038233,            0.010866,           0.0023073,             0.81139,             0.74125,             0.76988,              0.3376,             0.04155,            0.012709,            0.013471,            0.004786,            0.004786,            0.004786
                 160,              0.0384,            0.010855,           0.0026275,             0.82514,             0.74053,             0.77059,             0.33695,            0.042074,            0.013108,            0.012506,            0.004753,            0.004753,            0.004753
                 161,            0.038216,             0.01098,           0.0024466,             0.57876,             0.50437,             0.52429,             0.28713,            0.042036,               0.013,            0.012216,             0.00472,             0.00472,             0.00472
                 162,             0.03769,            0.010625,           0.0025128,             0.78809,             0.58909,             0.64336,             0.31335,            0.042345,            0.012724,            0.013525,            0.004687,            0.004687,            0.004687
                 163,            0.038049,            0.010543,           0.0024897,             0.79051,             0.58001,             0.64171,              0.3312,            0.042147,             0.01273,            0.013359,            0.004654,            0.004654,            0.004654
                 164,            0.037977,            0.010985,           0.0023804,             0.68522,             0.75769,             0.70636,             0.32337,            0.042017,             0.01282,             0.01291,            0.004621,            0.004621,            0.004621
