               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.043906,            0.014472,            0.002954,             0.73709,             0.54317,             0.60017,             0.33871,            0.044414,             0.01627,            0.014075,            0.004753,            0.004753,            0.004753
                 161,             0.04503,            0.014401,           0.0031875,             0.66712,              0.5905,              0.6036,             0.33874,            0.044376,            0.016257,            0.013975,             0.00472,             0.00472,             0.00472
                 162,            0.044859,             0.01459,           0.0032315,             0.82632,             0.55675,             0.60143,             0.34508,            0.044235,            0.016239,            0.014267,            0.004687,            0.004687,            0.004687
                 163,            0.044855,            0.014246,           0.0031003,             0.79112,             0.53971,             0.59821,             0.34061,             0.04443,            0.016208,            0.013828,            0.004654,            0.004654,            0.004654
                 164,            0.044564,            0.014193,           0.0031352,             0.70957,             0.53894,             0.60313,             0.34053,            0.044507,            0.016192,            0.014279,            0.004621,            0.004621,            0.004621
                 165,            0.045436,            0.014469,           0.0029054,             0.79475,             0.60553,             0.62795,             0.35414,            0.044503,            0.016357,            0.014325,            0.004588,            0.004588,            0.004588
                 166,            0.044067,            0.014395,            0.002954,             0.81894,             0.56686,             0.61534,             0.35634,            0.044605,            0.016402,            0.013566,            0.004555,            0.004555,            0.004555
                 167,            0.044473,            0.014462,           0.0029621,             0.75561,             0.55578,             0.59764,             0.34247,            0.044522,            0.016432,            0.014126,            0.004522,            0.004522,            0.004522
                 168,            0.044428,            0.013987,           0.0029324,             0.69831,             0.54321,             0.58981,             0.33491,            0.044456,            0.016466,            0.014137,            0.004489,            0.004489,            0.004489
                 169,            0.044296,            0.014599,           0.0029042,              0.7608,             0.52192,             0.58876,             0.33707,            0.044454,            0.016274,            0.013891,            0.004456,            0.004456,            0.004456
                 170,            0.044755,            0.014169,           0.0029955,             0.68392,             0.55187,             0.59372,              0.3386,             0.04462,            0.016265,            0.013862,            0.004423,            0.004423,            0.004423
                 171,            0.043975,            0.013949,           0.0028264,             0.65895,             0.59036,             0.60059,             0.34207,            0.044495,            0.016365,            0.014566,             0.00439,             0.00439,             0.00439
                 172,            0.043833,            0.013511,           0.0030006,             0.76082,             0.54703,             0.60308,              0.3442,            0.044416,            0.016407,            0.014939,            0.004357,            0.004357,            0.004357
                 173,            0.044143,            0.014527,           0.0029042,             0.73473,               0.546,             0.60744,              0.3464,            0.044475,            0.016303,            0.014784,            0.004324,            0.004324,            0.004324
                 174,            0.043732,            0.014101,           0.0030209,              0.7691,             0.54435,             0.61261,             0.34967,            0.044303,            0.016258,            0.014901,            0.004291,            0.004291,            0.004291
                 175,             0.04351,            0.013619,           0.0028441,             0.81132,             0.56758,             0.60814,             0.34346,            0.044185,            0.016338,             0.01501,            0.004258,            0.004258,            0.004258
                 176,            0.043473,            0.013691,           0.0028241,              0.8164,             0.56736,             0.60972,              0.3506,            0.044325,            0.016297,            0.014152,            0.004225,            0.004225,            0.004225
                 177,            0.044283,            0.014089,           0.0029584,             0.80977,             0.56046,             0.61943,             0.35147,             0.04414,            0.016256,            0.014825,            0.004192,            0.004192,            0.004192
                 178,            0.043992,            0.014145,            0.002797,             0.77128,             0.54972,             0.61169,             0.35219,            0.044368,            0.016282,            0.015088,            0.004159,            0.004159,            0.004159
                 179,            0.043597,            0.013332,           0.0027935,             0.80559,             0.56858,             0.61364,             0.34702,            0.044343,            0.016326,            0.015217,            0.004126,            0.004126,            0.004126
                 180,            0.043365,             0.01385,           0.0027238,             0.82896,             0.57091,             0.61029,             0.34558,            0.044387,            0.016249,            0.015069,            0.004093,            0.004093,            0.004093
                 181,            0.044017,             0.01415,            0.002843,             0.81162,             0.57881,             0.61399,             0.34353,            0.044432,             0.01631,            0.015052,             0.00406,             0.00406,             0.00406
                 182,            0.043916,            0.014102,           0.0028517,             0.81134,             0.57207,             0.61697,              0.3494,            0.044462,            0.016389,            0.015095,            0.004027,            0.004027,            0.004027
                 183,            0.044071,            0.014385,           0.0026738,             0.81256,             0.58056,             0.60614,             0.34546,            0.044506,            0.016416,            0.015202,            0.003994,            0.003994,            0.003994
                 184,            0.043728,            0.014023,           0.0028277,             0.80718,             0.57016,             0.60618,             0.34056,            0.044307,            0.016354,            0.015071,            0.003961,            0.003961,            0.003961
                 185,            0.043537,            0.014114,           0.0029153,             0.79641,             0.57832,             0.62444,             0.35458,             0.04417,             0.01637,            0.014816,            0.003928,            0.003928,            0.003928
                 186,            0.043413,            0.014448,           0.0026593,             0.82364,             0.57357,             0.61166,             0.35317,            0.044217,            0.016437,            0.014812,            0.003895,            0.003895,            0.003895
                 187,             0.04226,            0.013551,           0.0026738,             0.73584,             0.57869,             0.60633,             0.34856,            0.044309,            0.016415,            0.014754,            0.003862,            0.003862,            0.003862
                 188,            0.043301,            0.013744,           0.0027234,             0.80286,             0.56518,             0.61204,             0.34898,            0.044241,            0.016369,            0.014748,            0.003829,            0.003829,            0.003829
                 189,            0.042765,            0.013806,           0.0027572,             0.76169,             0.55183,             0.59496,             0.34151,            0.044373,            0.016419,            0.014953,            0.003796,            0.003796,            0.003796
                 190,            0.042618,            0.013531,           0.0027995,             0.76001,             0.54827,             0.60112,             0.34055,            0.044475,            0.016479,            0.014907,            0.003763,            0.003763,            0.003763
                 191,            0.043038,            0.013569,           0.0027645,             0.80793,             0.57208,             0.60808,             0.34244,            0.044549,            0.016425,            0.014985,             0.00373,             0.00373,             0.00373
                 192,             0.04329,            0.014343,           0.0026149,             0.82241,             0.55724,             0.60562,             0.34727,            0.044338,            0.016363,            0.015222,            0.003697,            0.003697,            0.003697
                 193,            0.042552,            0.013822,           0.0025292,             0.76459,             0.55522,             0.60574,             0.33813,             0.04433,            0.016374,            0.015686,            0.003664,            0.003664,            0.003664
                 194,            0.042043,            0.013193,           0.0027403,             0.75922,             0.54582,             0.60941,             0.33671,            0.044436,            0.016462,             0.01568,            0.003631,            0.003631,            0.003631
                 195,            0.043587,            0.014182,           0.0027323,             0.73876,             0.54738,              0.5972,             0.33602,            0.044481,            0.016509,            0.014928,            0.003598,            0.003598,            0.003598
                 196,            0.042859,            0.013664,           0.0026486,             0.71612,               0.556,             0.60374,             0.33657,            0.044453,            0.016482,            0.014531,            0.003565,            0.003565,            0.003565
                 197,            0.042494,            0.013495,           0.0024922,             0.72261,             0.54437,             0.60048,             0.33531,            0.044547,            0.016471,            0.014745,            0.003532,            0.003532,            0.003532
                 198,             0.04283,            0.013594,           0.0026187,             0.68846,             0.55141,             0.60396,              0.3327,            0.044508,             0.01658,            0.014509,            0.003499,            0.003499,            0.003499
                 199,            0.043353,            0.013718,           0.0027078,             0.70638,             0.54534,             0.59776,             0.33403,            0.044417,            0.016516,            0.014669,            0.003466,            0.003466,            0.003466
                 200,            0.042614,            0.013554,           0.0025743,             0.68406,             0.55483,             0.59433,             0.33372,            0.044522,            0.016523,            0.014594,            0.003433,            0.003433,            0.003433
                 201,            0.042964,            0.013782,           0.0025855,             0.72893,             0.54079,             0.59347,             0.33211,            0.044427,            0.016622,            0.014771,              0.0034,              0.0034,              0.0034
                 202,            0.043298,            0.014137,           0.0026611,             0.73572,             0.52783,             0.60031,               0.334,            0.044437,            0.016662,            0.014929,            0.003367,            0.003367,            0.003367
                 203,            0.043142,            0.014268,           0.0026319,             0.70718,             0.54449,             0.61117,             0.33821,            0.044412,            0.016572,            0.015186,            0.003334,            0.003334,            0.003334
                 204,            0.042248,            0.013543,           0.0025276,             0.69167,             0.54471,             0.60699,              0.3389,            0.044425,            0.016584,            0.015167,            0.003301,            0.003301,            0.003301
                 205,            0.042388,            0.013587,           0.0025291,             0.73616,             0.52999,             0.59747,             0.33427,            0.044451,            0.016669,            0.015192,            0.003268,            0.003268,            0.003268
                 206,            0.041912,            0.013183,           0.0026719,             0.78005,             0.54312,             0.58905,             0.32629,            0.044434,            0.016621,            0.015484,            0.003235,            0.003235,            0.003235
                 207,            0.041588,            0.013497,           0.0024027,              0.7852,             0.54193,             0.58161,             0.32398,            0.044494,            0.016615,            0.015583,            0.003202,            0.003202,            0.003202
                 208,            0.042486,            0.013637,           0.0026152,             0.76408,              0.5377,             0.58373,             0.32927,            0.044454,            0.016676,            0.016006,            0.003169,            0.003169,            0.003169
                 209,            0.041603,            0.013511,           0.0023069,             0.76175,             0.53912,             0.58552,             0.32964,            0.044492,            0.016653,            0.016051,            0.003136,            0.003136,            0.003136
                 210,            0.041814,            0.013573,           0.0023707,             0.75706,             0.54308,             0.58723,             0.33011,            0.044517,            0.016709,            0.016071,            0.003103,            0.003103,            0.003103
                 211,             0.04165,            0.013353,           0.0024774,             0.75799,             0.54412,             0.58882,             0.32911,            0.044508,            0.016638,            0.015934,             0.00307,             0.00307,             0.00307
                 212,            0.042146,            0.013855,           0.0023562,             0.76222,             0.55187,             0.59273,              0.3369,            0.044517,            0.016639,            0.015791,            0.003037,            0.003037,            0.003037
                 213,            0.041984,            0.013242,           0.0023571,             0.76606,             0.55292,             0.59704,             0.33932,            0.044489,            0.016717,            0.015913,            0.003004,            0.003004,            0.003004
                 214,            0.042251,            0.013145,           0.0023738,             0.76242,             0.55199,             0.59104,             0.33717,            0.044419,            0.016764,            0.015987,            0.002971,            0.002971,            0.002971
                 215,            0.041368,            0.013006,           0.0024281,             0.77484,             0.54209,              0.5939,             0.33635,             0.04437,            0.016749,            0.015874,            0.002938,            0.002938,            0.002938
                 216,            0.041779,            0.013048,           0.0024039,             0.76747,             0.54392,             0.60053,             0.34106,            0.044366,            0.016756,            0.015879,            0.002905,            0.002905,            0.002905
                 217,            0.041198,            0.013303,           0.0023868,             0.68289,             0.59793,             0.60126,              0.3447,            0.044516,             0.01681,            0.016137,            0.002872,            0.002872,            0.002872
                 218,            0.041797,            0.013288,           0.0023319,             0.76396,             0.54654,             0.59862,             0.34254,            0.044545,             0.01681,            0.016395,            0.002839,            0.002839,            0.002839
                 219,            0.041617,            0.012865,           0.0026282,             0.76336,             0.54338,             0.59169,             0.33258,            0.044558,            0.016844,            0.016412,            0.002806,            0.002806,            0.002806
                 220,            0.041956,            0.013644,           0.0022797,             0.68053,             0.59468,             0.59555,             0.33984,            0.044625,            0.016871,            0.016594,            0.002773,            0.002773,            0.002773
